"age","job_admin.","job_blue.collar","job_entrepreneur","job_housemaid","job_management","job_retired","job_self.employed","job_services","job_student","job_technician","job_unemployed","job_unknown","marital_divorced","marital_married","marital_single","education_primary","education_secondary","education_tertiary","education_unknown","default","balance","housing","loan","contact_cellular","contact_telephone","contact_unknown","day","month","duration","campaign","IFP","previous","poutcome_failure","poutcome_other","poutcome_success","PDAYS_1","PDAYS_2","PDAYS_3","PDAYS_4","y"
30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,28,8,140,9,0,0,0,0,0,0,0,0,0,"no"
48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,71,1,1,1,0,0,28,8,97,3,0,0,0,0,0,0,0,0,0,"no"
45,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,396,1,1,1,0,0,28,8,238,1,0,0,0,0,0,0,0,0,0,"no"
36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,200,1,1,1,0,0,28,8,131,1,0,0,0,0,0,0,0,0,0,"no"
36,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,466,1,1,1,0,0,28,8,171,1,0,0,0,0,0,0,0,0,0,"no"
31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,713,1,1,1,0,0,28,8,162,1,0,0,0,0,0,0,0,0,0,"no"
41,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1788,1,1,1,0,0,28,8,222,1,0,0,0,0,0,0,0,0,0,"no"
33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,755,2,1,1,0,0,28,8,68,12,0,0,0,0,0,0,0,0,0,"no"
34,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,298,1,1,1,0,0,28,8,42,10,0,0,0,0,0,0,0,0,0,"no"
43,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,370,1,1,1,0,0,28,8,142,5,0,0,0,0,0,0,0,0,0,"no"
31,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,459,1,1,1,0,0,28,8,13,14,0,0,0,0,0,0,0,0,0,"no"
45,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,240,1,1,1,0,0,28,8,163,4,0,0,0,0,0,0,0,0,0,"no"
32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,723,1,1,1,0,0,28,8,68,27,0,0,0,0,0,0,0,0,0,"no"
32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,-300,1,1,1,0,0,28,8,226,9,0,0,0,0,0,0,0,0,0,"no"
38,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,28,8,77,18,0,0,0,0,0,0,0,0,0,"no"
42,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,28,8,35,13,0,0,0,0,0,0,0,0,0,"no"
52,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,136,1,1,1,0,0,28,8,88,5,0,0,0,0,0,0,0,0,0,"no"
40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,558,1,1,1,0,0,28,8,50,5,0,0,0,0,0,0,0,0,0,"no"
53,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,15,1,1,1,0,0,28,8,76,5,0,0,0,0,0,0,0,0,0,"no"
39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1522,2,1,1,0,0,28,8,15,8,0,0,0,0,0,0,0,0,0,"no"
54,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,111,1,1,1,0,0,28,8,29,13,0,0,0,0,0,0,0,0,0,"no"
34,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,33,1,1,1,0,0,28,8,259,1,0,0,0,0,0,0,0,0,0,"no"
35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-108,2,1,1,0,0,28,8,74,3,0,0,0,0,0,0,0,0,0,"no"
45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,77,1,1,1,0,0,28,8,90,1,0,0,0,0,0,0,0,0,0,"no"
45,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,12,1,1,1,0,0,28,8,88,3,0,0,0,0,0,0,0,0,0,"no"
47,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,5,1,1,1,0,0,28,8,169,1,0,0,0,0,0,0,0,0,0,"no"
34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1863,1,1,1,0,0,28,8,143,1,0,0,0,0,0,0,0,0,0,"no"
36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,28,8,8,13,0,0,0,0,0,0,0,0,0,"no"
30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,42,1,1,1,0,0,28,8,140,3,0,0,0,0,0,0,0,0,0,"no"
35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2,1,0,1,0,28,8,46,2,0,0,0,0,0,0,0,0,0,"no"
35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,-78,1,1,1,0,0,28,8,102,13,0,0,0,0,0,0,0,0,0,"no"
44,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,28,8,43,1,0,0,0,0,0,0,0,0,0,"no"
34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,621,1,1,1,0,0,28,8,205,3,0,0,0,0,0,0,0,0,0,"no"
30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,81,1,1,1,0,0,28,8,51,1,0,0,0,0,0,0,0,0,0,"no"
41,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,6171,1,1,1,0,0,28,8,50,5,0,0,0,0,0,0,0,0,0,"no"
38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,28,8,59,12,0,0,0,0,0,0,0,0,0,"no"
41,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,475,2,1,1,0,0,28,8,49,7,0,0,0,0,0,0,0,0,0,"no"
37,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,552,1,1,1,0,0,28,8,379,1,0,0,0,0,0,0,0,0,0,"no"
52,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,305,1,1,1,0,0,28,8,26,26,0,0,0,0,0,0,0,0,0,"no"
43,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,685,1,1,1,0,0,28,8,77,7,0,0,0,0,0,0,0,0,0,"no"
60,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,45,1,1,1,0,0,28,8,39,5,0,0,0,0,0,0,0,0,0,"no"
34,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,553,1,1,1,0,0,28,8,45,12,0,0,0,0,0,0,0,0,0,"no"
34,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2032,1,1,1,0,0,28,8,103,12,0,0,0,0,0,0,0,0,0,"no"
39,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,295,1,1,1,0,0,28,8,68,2,0,0,0,0,0,0,0,0,0,"no"
44,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,795,1,1,1,0,0,28,8,99,24,0,0,0,0,0,0,0,0,0,"no"
51,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,605,1,1,1,0,0,28,8,270,14,0,0,0,0,0,0,0,0,0,"no"
52,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-490,2,2,1,0,0,28,8,74,10,0,0,0,0,0,0,0,0,0,"no"
40,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,88,1,1,1,0,0,28,8,214,3,0,0,0,0,0,0,0,0,0,"no"
47,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1480,1,1,1,0,0,28,8,460,5,0,0,0,0,0,0,0,0,0,"no"
40,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,1,1,1,0,0,28,8,147,2,0,0,0,0,0,0,0,0,0,"no"
32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,813,1,1,1,0,0,28,8,114,7,0,0,0,0,0,0,0,0,0,"no"
50,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,565,2,2,1,0,0,28,8,36,3,0,0,0,0,0,0,0,0,0,"no"
31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,-564,2,2,1,0,0,28,8,49,15,0,0,0,0,0,0,0,0,0,"no"
33,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,968,1,2,1,0,0,28,8,95,10,0,0,0,0,0,0,0,0,0,"no"
60,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,1,1,1,0,0,28,8,602,3,0,0,0,0,0,0,0,0,0,"no"
33,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,1,1,1,0,0,28,8,385,7,0,0,0,0,0,0,0,0,0,"no"
31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,28,8,35,31,0,0,0,0,0,0,0,0,0,"no"
31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,182,1,1,1,0,0,28,8,52,5,0,0,0,0,0,0,0,0,0,"no"
33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,34,1,1,1,0,0,28,8,13,30,0,0,0,0,0,0,0,0,0,"no"
58,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,6762,1,1,1,0,0,28,8,9,25,0,0,0,0,0,0,0,0,0,"no"
49,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,223,1,1,1,0,0,28,8,22,22,0,0,0,0,0,0,0,0,0,"no"
35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,556,1,1,1,0,0,28,8,52,8,0,0,0,0,0,0,0,0,0,"no"
43,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,28,8,142,10,0,0,0,0,0,0,0,0,0,"no"
44,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,278,1,1,1,0,0,28,8,95,4,0,0,0,0,0,0,0,0,0,"no"
35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,353,1,1,1,0,0,28,8,17,9,0,0,0,0,0,0,0,0,0,"no"
31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,162,1,1,1,0,0,28,8,13,9,0,0,0,0,0,0,0,0,0,"no"
33,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,95,1,1,1,0,0,28,8,26,19,0,0,0,0,0,0,0,0,0,"no"
48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,81,1,1,1,0,0,28,8,23,9,0,0,0,0,0,0,0,0,0,"no"
30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,3,1,1,1,0,0,28,8,21,6,0,0,0,0,0,0,0,0,0,"no"
43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1077,1,2,0,1,0,28,8,48,3,0,0,0,0,0,0,0,0,0,"no"
59,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1425,2,1,1,0,0,28,8,299,3,0,0,0,0,0,0,0,0,0,"no"
51,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,26,2,1,0,1,0,28,8,51,3,0,0,0,0,0,0,0,0,0,"no"
36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,918,1,1,1,0,0,28,8,58,8,0,0,0,0,0,0,0,0,0,"no"
49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,588,1,1,1,0,0,28,8,70,9,0,0,0,0,0,0,0,0,0,"no"
59,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4450,1,1,1,0,0,28,8,106,3,0,0,0,0,0,0,0,0,0,"no"
42,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,3501,1,1,1,0,0,28,8,23,22,0,0,0,0,0,0,0,0,0,"no"
47,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3440,1,1,1,0,0,28,8,88,10,0,0,0,0,0,0,0,0,0,"no"
32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,35,1,1,1,0,0,28,8,199,6,0,0,0,0,0,0,0,0,0,"no"
36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,63,1,1,1,0,0,28,8,12,14,0,0,0,0,0,0,0,0,0,"no"
60,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,872,1,1,0,1,0,28,8,37,5,0,0,0,0,0,0,0,0,0,"no"
55,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,159,1,1,1,0,0,28,8,159,1,0,0,0,0,0,0,0,0,0,"no"
45,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1291,2,1,1,0,0,28,8,189,17,0,0,0,0,0,0,0,0,0,"no"
34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-64,2,2,1,0,0,28,8,693,7,0,0,0,0,0,0,0,0,0,"no"
32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1011,1,1,1,0,0,28,8,56,10,0,0,0,0,0,0,0,0,0,"no"
35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,433,1,1,1,0,0,28,8,14,16,0,0,0,0,0,0,0,0,0,"no"
30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1286,1,1,0,1,0,28,8,44,12,0,0,0,0,0,0,0,0,0,"no"
31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,3588,1,1,0,1,0,28,8,64,27,0,0,0,0,0,0,0,0,0,"no"
30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,28,8,62,7,0,0,0,0,0,0,0,0,0,"no"
35,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1684,2,1,1,0,0,28,8,39,8,0,0,0,0,0,0,0,0,0,"no"
49,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,592,1,1,1,0,0,28,8,133,15,0,0,0,0,0,0,0,0,0,"no"
35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,-30,1,1,1,0,0,28,8,32,2,0,0,0,0,0,0,0,0,0,"no"
32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,-213,2,1,1,0,0,28,8,310,7,0,0,0,0,0,0,0,0,0,"no"
58,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,28,8,24,9,0,0,0,0,0,0,0,0,0,"no"
30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1239,1,1,1,0,0,28,8,125,5,0,0,0,0,0,0,0,0,0,"no"
38,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,28,8,176,10,0,0,0,0,0,0,0,0,0,"no"
35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,576,1,1,1,0,0,28,8,8,13,0,0,0,0,0,0,0,0,0,"no"
60,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3029,1,1,1,0,0,28,8,26,9,0,0,0,0,0,0,0,0,0,"no"
36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,4542,2,1,1,0,0,28,8,76,16,0,0,0,0,0,0,0,0,0,"no"
56,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,313,1,1,1,0,0,28,8,24,16,0,0,0,0,0,0,0,0,0,"no"
46,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,292,1,2,1,0,0,28,8,7,13,0,0,0,0,0,0,0,0,0,"no"
43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,946,1,1,0,1,0,28,8,40,1,0,0,0,0,0,0,0,0,0,"no"
41,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,195,1,1,1,0,0,28,8,260,1,0,0,0,0,0,0,0,0,0,"no"
31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,367,1,1,1,0,0,28,8,79,17,0,0,0,0,0,0,0,0,0,"no"
48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,266,1,1,0,1,0,28,8,58,5,0,0,0,0,0,0,0,0,0,"no"
60,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,-50,1,1,1,0,0,28,8,433,12,0,0,0,0,0,0,0,0,0,"no"
36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,34,1,2,1,0,0,28,8,247,1,0,0,0,0,0,0,0,0,0,"no"
34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,603,1,1,1,0,0,28,8,787,1,0,0,0,0,0,0,0,0,0,"no"
58,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1326,1,1,1,0,0,28,8,201,1,0,0,0,0,0,0,0,0,0,"no"
45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,265,1,1,1,0,0,28,8,14,3,0,0,0,0,0,0,0,0,0,"no"
39,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,-17,2,2,1,0,0,28,8,908,1,0,0,0,0,0,0,0,0,0,"yes"
55,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,55,1,2,1,0,0,28,8,19,17,0,0,0,0,0,0,0,0,0,"no"
32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,963,1,1,1,0,0,28,8,15,13,0,0,0,0,0,0,0,0,0,"no"
41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4522,1,1,1,0,0,28,8,55,1,0,0,0,0,0,0,0,0,0,"no"
32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,235,2,1,0,1,0,28,8,688,6,0,0,0,0,0,0,0,0,0,"no"
32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,792,1,1,1,0,0,29,8,193,2,0,0,0,0,0,0,0,0,0,"no"
31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,58,1,1,1,0,0,29,8,207,2,0,0,0,0,0,0,0,0,0,"no"
33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2059,1,1,1,0,0,29,8,106,2,0,0,0,0,0,0,0,0,0,"no"
36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,216,1,1,1,0,0,29,8,80,2,0,0,0,0,0,0,0,0,0,"no"
35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,634,2,1,1,0,0,29,8,122,2,0,0,0,0,0,0,0,0,0,"no"
38,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1029,1,1,1,0,0,29,8,42,2,0,0,0,0,0,0,0,0,0,"no"
36,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,432,2,1,1,0,0,29,8,65,2,0,0,0,0,0,0,0,0,0,"no"
47,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,961,1,1,1,0,0,29,8,45,11,0,0,0,0,0,0,0,0,0,"no"
31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,29,8,70,2,0,0,0,0,0,0,0,0,0,"no"
49,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,413,2,2,1,0,0,29,8,175,2,0,0,0,0,0,0,0,0,0,"no"
59,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,29,8,126,2,0,0,0,0,0,0,0,0,0,"no"
37,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4293,2,1,1,0,0,29,8,150,2,0,0,0,0,0,0,0,0,0,"no"
42,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,29,8,82,12,0,0,0,0,0,0,0,0,0,"no"
46,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1673,2,1,1,0,0,29,8,56,10,0,0,0,0,0,0,0,0,0,"no"
35,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,358,1,1,1,0,0,29,8,92,9,0,0,0,0,0,0,0,0,0,"no"
51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,21614,1,1,1,0,0,29,8,47,20,0,0,0,0,0,0,0,0,0,"no"
41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1026,1,1,1,0,0,29,8,59,6,0,0,0,0,0,0,0,0,0,"no"
35,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,56,1,1,1,0,0,29,8,24,12,0,0,0,0,0,0,0,0,0,"no"
34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-281,1,1,1,0,0,29,8,56,6,0,0,0,0,0,0,0,0,0,"no"
38,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,82,1,1,1,0,0,29,8,38,13,0,0,0,0,0,0,0,0,0,"no"
33,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,79,1,1,1,0,0,29,8,144,3,0,0,0,0,0,0,0,0,0,"no"
36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,29,8,85,6,0,0,0,0,0,0,0,0,0,"no"
33,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,58,2,1,0,1,0,29,8,57,2,0,0,0,0,0,0,0,0,0,"no"
31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,350,1,1,1,0,0,29,8,71,24,0,0,0,0,0,0,0,0,0,"no"
45,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,373,1,1,1,0,0,29,8,82,11,0,0,0,0,0,0,0,0,0,"no"
32,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,134,1,2,1,0,0,29,8,162,2,0,0,0,0,0,0,0,0,0,"no"
34,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,29,8,120,2,0,0,0,0,0,0,0,0,0,"no"
33,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,28,1,1,1,0,0,29,8,73,2,0,0,0,0,0,0,0,0,0,"no"
47,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,996,1,1,0,1,0,29,8,247,2,0,0,0,0,0,0,0,0,0,"no"
37,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1561,1,1,1,0,0,29,8,88,7,0,0,0,0,0,0,0,0,0,"no"
35,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,515,2,2,1,0,0,29,8,114,3,0,0,0,0,0,0,0,0,0,"no"
37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,45,1,1,1,0,0,29,8,99,3,0,0,0,0,0,0,0,0,0,"no"
60,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,614,1,1,1,0,0,29,8,50,3,0,0,0,0,0,0,0,0,0,"no"
38,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,300,1,1,1,0,0,29,8,125,5,0,0,0,0,0,0,0,0,0,"no"
38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,332,2,1,1,0,0,29,8,73,2,0,0,0,0,0,0,0,0,0,"no"
30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,32,1,1,1,0,0,29,8,73,2,0,0,0,0,0,0,0,0,0,"no"
47,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,8,1,1,1,0,0,29,8,62,2,0,0,0,0,0,0,0,0,0,"no"
40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,194,1,2,1,0,0,29,8,189,2,0,0,0,0,0,0,0,0,0,"no"
47,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,193,2,1,1,0,0,29,8,171,2,0,0,0,0,0,0,0,0,0,"no"
53,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,578,1,1,1,0,0,29,8,59,2,0,0,0,0,0,0,0,0,0,"no"
48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,647,1,1,1,0,0,29,8,64,8,0,0,0,0,0,0,0,0,0,"no"
46,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1008,1,1,1,0,0,29,8,24,13,0,0,0,0,0,0,0,0,0,"no"
36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,29,8,21,2,0,0,0,0,0,0,0,0,0,"no"
33,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,452,2,1,1,0,0,29,8,168,2,0,0,0,0,0,0,0,0,0,"no"
56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2925,1,1,1,0,0,29,8,133,6,0,0,0,0,0,0,0,0,0,"no"
32,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,29,8,183,2,0,0,0,0,0,0,0,0,0,"no"
35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,3490,2,1,1,0,0,29,8,643,2,0,0,0,0,0,0,0,0,0,"yes"
32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,-1,1,1,1,0,0,29,8,185,2,0,0,0,0,0,0,0,0,0,"no"
45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1186,1,1,1,0,0,29,8,25,7,0,0,0,0,0,0,0,0,0,"no"
